ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
920,2,公教人員保險法部分條文修正草案,2006/1/11,2006/5/12,交付審查,0,0,0,0,雷倩,朱鳳芝,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曹爾忠,柯俊雄,林郁方,郭素春,林正二,帥化民,邱毅,林春德,周守訓,費鴻泰,丁守中,孔文吉,林滄敏,吳清池,王昱婷,吳松柏,黃志雄,陳根德,黃義交,曾華德,章仁香,羅明才,李全教,劉盛良,孫大千,李嘉進,曹壽民,吳英毅,梅長錡,曾永權,楊仁福,顧崇廉,李慶安,鄭金玲,張碩文,蘇起,趙良燕,蔡家福,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員雷倩、朱鳳芝、吳成典等 41人,針對考試院逕行變 更軍公教退休人員優惠存款辦法,政府達背信賴保護原則, 為重建國民與政府之信心,彌平社會階級對立現象,促進團 結。軍公教人員退休給予本應受到保障,此次影響層面如此 深遠、影響人數如此龐大之18%變動,宜由本院賦予法律位 階,始符民意之所託。 對「公教人員保險法」增訂第十四 條之一、第十四條之二、第十四條之三、第十四條之四,並 修正第二十六條,以俾能有完整配套。是否有當?敬請公決"
921,2,學校教職員退休條例部分條文修正草案,2006/1/11,2007/5/9,委員會審查,0,0,1,0,雷倩,朱鳳芝,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曹爾忠,柯俊雄,林郁方,郭素春,林正二,帥化民,邱毅,林春德,周守訓,費鴻泰,丁守中,孔文吉,林滄敏,吳清池,王昱婷,吳松柏,黃志雄,陳根德,黃義交,曾華德,章仁香,羅明才,李全教,劉盛良,孫大千,吳英毅,曾永權,李慶安,李嘉進,曹壽民,梅長錡,楊仁福,顧崇廉,張碩文,蘇起,蔡家福,趙良燕,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員雷倩、朱鳳芝、吳成典等 41人,針對考試院逕行變 更軍公教退休人員優惠存款辦法,政府違背信賴保護原則, 為重建國民與政府之信心,彌平社會階級對立現象,促進團 結。軍公教人員退休給予本應受到保障,此次影響層面如此 深遠、影響人數如此龐大之18%變動,宜由本院賦予法律位 階,始符民意之所託。爱對於「學校教職員退休條例」,增 訂第十五條之一、第十五條之二、第十五條之三、第十五條 之四、並修正第二十三條,以俾能有完整配套。是否有當? 敬請公決。"
922,2,陸海空軍軍官士官服役條例部分條文修正草案,2006/1/11,2006/5/12,交付審查,0,0,0,0,雷倩,朱鳳芝,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曹爾忠,柯俊雄,林郁方,郭素春,林正二,帥化民,邱毅,林春德,周守訓,費鴻泰,丁守中,孔文吉,林滄敏,吳清池,王昱婷,吳松柏,黃志雄,陳根德,黃義交,曾華德,章仁香,羅明才,孫大千,李全教,劉盛良,李嘉進,曹壽民,吳英毅,梅長錡,楊仁福,曾永權,顧崇廉,李慶安,鄭金玲,張碩文,蘇起,蔡家福,趙良燕,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員雷倩、朱鳳芝、吳成典等 41 人,針對考試院逕行變 更軍公教退休人員優惠存款辦法,政府違背信賴保護原則, 為重建國民與政府之信心,彌平社會階級對立現象,促進團 結。軍公教人員退休給予本應受到保障,此次影響層面如此 深遠、影響人數如此龐大之18%變動,宜由本院賦予法律位 階,始符民意之所託。 對「陸海空軍軍官士官服役條例」 增訂第三十九條之一、第三十九條之二、第三十九條之三、 第三十九條之四,並修正第四十九條,以俾能有完整配套。 是否有當?敬請公決。"
923,2,公務人員退休法部分條文修正草案,2006/1/11,2006/5/12,交付審查,0,0,0,0,雷倩,朱鳳芝,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,曹爾忠,柯俊雄,林郁方,郭素春,林正二,帥化民,邱毅,林春德,周守訓,費鴻泰,丁守中,孔文吉,林滄敏,吳清池,王昱婷,吳松柏,黃志雄,陳根德,黃義交,曾華德,章仁香,羅明才,李全教,劉盛良,孫大千,李嘉進,吳英毅,曾永權,李慶安,曹壽民,梅長錡,楊仁福,顧崇廉,鄭金玲,張碩文,蘇起,趙良燕,蔡家福,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員雷倩、朱鳳芝、吳成典等 41人,針對考試院逕行變 更軍公教退休人員優惠存款辦法,政府違背信賴保護原則, 為重建國民與政府之信心,彌平社會階級對立現象,促進團 結。軍公教人員退休給予本應受到保障,此次影響層面如此 深遠、影響人數如此龐大之18%變動,宜由本院賦予法律位 階,始符民意之所託。爱對「公務人員退休法」,增訂第八 條之一、第八條之二、第八條之三、第八條之四,並修正第 十八條,以俾能有完整配套。是否有當?敬請公決。"
924,2,敬老福利生活津貼暫行條例第三條及第十四條條文修正草案,2006/1/11,2007/7/19,二讀,0,1,1,0,林建榮,黃昭順,陳杰,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,孔文吉,侯彩鳳,曾永權,郭素春,徐少萍,曹壽民,吳英毅,謝文政,白添枝,曹爾忠,張慶忠,黃志雄,林德福,謝國樑,林炳坤,章仁香,賴士葆,潘維剛,楊瓊瓔,吳清池,陳進丁,林滄敏,楊仁福,劉銓忠,吳成典,李顯榮,何智輝,廖國棟,蔡家福,吳光訓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林建榮、黃昭順、陳杰、盧秀燕等 34人,為敬老津 貼自91年發放至今仍維持每人每月三千元額度,而老農津貼 二年來已調高二次達每月五千元,民間已鳴不平。鑒於主計 處95.01.05最新公布消費者物價指數,94 年全年平均上漲 2.3%,93年則上漲 1.6%,皆遠高於亞洲主要國家地區,而敬 老津貼開始發放當(91)年則為負 0.20%,顯見近年來民眾生 活壓力持續高漲;其中攸關 65 歲以上人口的醫療保健類消費 者物價指數94年較93年上漲6.07%,退休老人的生活品質堪 憂。爱提出「敬老福利生活津貼暫行條例」第三條及第十四 條修正草案,酌量衡平原則、物價變動、社會情勢變遷及國 家財政因素,現行每月三千元應予提高為四千元,自95年7 月1日起施行。是否有當?請公決案!"
925,2,立法委員行為法部分條文修正草案,2006/1/11,2007/12/21,二讀,0,1,1,0,高思博,吳志揚,黃偉哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃義交,孫大千,謝國樑,鄭金玲,蔡豪,林正峰,林正二,廖婉汝,鍾紹和,郭素春,章仁香,楊仁福,林春德,沈智慧,楊瓊瓔,蘇起,黃志雄,柯淑敏,陳根德,蔡正元,楊麗環,李敖,楊宗哲,林德福,趙良燕,吳成典,呂學樟,李永萍,顧崇廉,蔡勝佳,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員高思博、吳志揚、黃偉哲等 34人,針對現行立法委 員行為法就立法委員行使職權之利益迴避規定未臻完備,致 無法彰顯本法之目的與功能,爱提案修訂擴大立法委員迴避 範圍,於利益迴避外新增案件迴避類型,明定立法委員有案 件迴避情事時,應迴避參加相關委員會,並強化立法院紀律 委員會之功能。是否有當,敬請公決。"
926,2,營造業法部分條文修正草案,2006/1/11,2006/1/11,交付審查,0,0,0,0,邱創進,王世堅,陳朝容,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳瑩,江昭儀,莊和子,陳明真,盧天麟,謝欣霓,王榮璋,田秋堇,黃淑英,朱鳳芝,陳憲中,林重謨,林耘生,許榮淑,徐中雄,魏明谷,曹來旺,陳秀惠,高建智,黃偉哲,洪奇昌,葉宜津,張慶惠,徐國勇,吳秉叡,蔡啟芳,蔡英文,張川田,賴幸媛,王淑慧,李明憲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員邱創進、王世堅、陳朝容等 34人,為促進營造業之 專業化,重視專業以提升工程品質,增進全民福祉,並加強 政府及營造業對於專業技師之重視,爱將營造業法各條文內 「專任工程人員」一詞更改並正名之,使其恢復「技師」或 「建築師」之法定、專業名稱,是否有當?敬請公決。"
927,3,環境損害賠償與環境損害強制責任保險法草案,2006/2/24,2006/2/24,交付審查,0,0,0,0,趙永清,陳重信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李鎮楠,莊和子,林濁水,李俊毅,鄭運鵬,高建智,廖本煙,柯建銘,吳英毅,謝國樑,高思博,王淑慧,陳明真,王榮璋,盧天麟,陳朝龍,黃偉哲,黃適卓,尹伶瑛,廖婉汝,楊仁福,侯彩鳳,藍美津,王拓,葉宜津,吳富貴,林重謨,林炳坤,翁重鈞,何智輝,楊麗環,賴幸媛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員趙永清、陳重信等 34人,為使我國環境損害賠償制 度的法治化,環境損害賠償法、環境損害強制責任保險法以 及環境損害特別補償二法本是一體、相輔相成的,故特提此 草案,是否有當,請公決之。"
928,3,軍人及其家屬優待條例第一條及第二條條文修正草案,2006/2/24,2006/2/24,交付審查,0,0,0,0,李復興,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廖婉汝,陳根德,吳敦義,林春德,柯淑敏,吳成典,徐耀昌,黃義交,黃健庭,蔡豪,張麗善,林正二,侯彩鳳,吳志揚,章仁香,周守訓,帥化民,洪秀柱,李全教,黃志雄,郭素春,郭榮宗,趙良燕,陳瑩,楊瓊瓔,紀國棟,李永萍,羅明才,伍錦霖,黃昭順,翁重鈞,楊仁福,陳杰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李復興、朱鳳芝等 35人,有鑒於本法之法源依據「 兵役法施行法」已於民國89年11月21日修正,但本法相關 條文迄今未予配合修正,為維護法律之完整性與邏輯性,並 配合施行之實際需要,遂出「軍人及其家屬優待條例部分條 文」修正草案,是否有當,敬請公決。"
929,3,地方民意代表費用支給及村里長事務補助費補助條例第七條條文修正草案,2006/2/24,2006/5/12,交付審查,0,0,0,0,李全教,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔣孝嚴,李和順,蔡豪,盧秀燕,高金素梅,吳成典,朱鳳芝,張昌財,李顯榮,羅明才,顏清標,林炳坤,洪玉欽,楊瓊瓔,羅世雄,張碩文,張麗善,孔文吉,曾華德,林益世,謝文政,林滄敏,何智輝,郭素春,翁重鈞,劉銓忠,黃健庭,張慶忠,蔡家福,劉盛良,洪秀柱,徐少萍,林正峰,曹爾忠,廖婉汝,蔡錦隆,侯彩鳳,陳秀卿,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李全教等 39人,擬具「地方民意代表費用支給及村 里長事務補助費補助條例第七條條文修正草案」,對村里長 事務補助費增訂「健康檢查費、保險費、春節慰勞金及出國 考察補助」等費用項目,且每月得超過四萬五千元,此外, 明訂由中央政府編列預算支應。是否有當,敬請公決。"
930,3,娛樂稅法第二條條文修正草案,2006/2/24,2007/5/4,三讀,1,1,1,0,李全教,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔣孝嚴,李和順,顏清標,李顯榮,羅明才,林炳坤,曹爾忠,蔡豪,朱鳳芝,羅世雄,郭素春,蔡家福,孔文吉,高金素梅,曾華德,林益世,黃健庭,張慶忠,林滄敏,蔡錦隆,謝文政,洪秀柱,盧秀燕,吳成典,洪玉欽,劉盛良,何智輝,徐少萍,張麗善,陳秀卿,楊瓊瓔,翁重鈞,劉銓忠,廖婉汝,張昌財,張碩文,侯彩鳳,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李全教等 38人,擬具「娛樂稅法第二條」修正草案 ,將高爾夫球之球類運動場所自娛樂稅課徵範圍中刪除,以 推展國內高爾夫球運動,維護消費者權益。以上所提,是否 有當?敬請公決。"
931,3,中華民國刑法刪除第二百三十五條條文草案,2006/2/24,2006/2/24,交付審查,0,0,0,0,鄭運鵬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林淑芬,黃偉哲,陳憲中,王榮璋,林濁水,陳瑩,陳秀惠,葉宜津,曹壽民,孫大千,蔡其昌,沈發惠,李敖,徐少萍,羅志明,林為洲,莊碩漢,謝欣霓,曹來旺,王昱婷,孔文吉,陳銀河,紀國棟,陳志彬,楊仁福,楊宗哲,杜文卿,陳根德,林正二,盧天麟,藍美津,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鄭運鵬等 32人,擬具「刑法第二百三十五條條文修 正案」,是否有當?請公決案。"
932,3,低放射性廢棄物最終處置設施場址設置條例草案,2007/3/5,2006/4/28,三讀,1,1,1,0,鄭運鵬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林淑芬,陳秀惠,高志鵬,陳重信,盧天麟,尤清,田秋堇,高金素梅,黃義交,侯彩鳳,王榮璋,潘孟安,黃淑英,湯火聖,邱永仁,彭紹瑾,莊和子,賴幸媛,羅志明,吳志揚,林為洲,鄭朝明,黃偉哲,王塗發,李明憲,陳景峻,周守訓,尹伶瑛,林惠官,謝文政,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鄭運鵬等 31人,擬具「低放射性廢棄物最終處置設 施場址設置條例」草案,是否有當,敬請公決。"
933,3,道路交通管理處罰條例第三十一條條文修正草案,2006/3/3,2007/6/14,二讀,0,1,1,0,呂學樟,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伍錦霖,吳松柏,趙良燕,林建榮,洪秀柱,郭素春,廖國棟,黃志雄,王昱婷,張碩文,蘇起,章仁香,楊仁福,吳志揚,柯淑敏,林春德,吳敦義,陳根德,柯俊雄,林正二,蔡正元,邱鏡淳,蔡勝佳,蔡豪,羅明才,李永萍,葉芳雄,林益世,鄭金玲,黃義交,曹壽民,黃健庭,徐耀昌,紀國棟,楊瓊瓔,沈智慧,李復興,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員呂學樟、朱鳳芝等 39人,鑒於現行「道路交通管理 處罰條例」中對於未繫安全帶之規定對特殊慢性疾病患者極 為不便,爱增訂排除條款,爱提出「道路交通管理處罰條例 第三十一條」修正草案。是否有當?敬請公決。"
934,3,傳染病防治法增訂第四十三條之一條文草案,2006/3/3,2006/5/23,三讀,1,1,1,1,顏清標,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團,鑑於近年結核病患人球事件不斷, 究其原因乃於結核病之檢驗及診療過程不易且成本高,在現 今「健保總額給付」的制度下,醫療機構為求「營運績效」 對於結核病之檢驗及診療意願不高,導致結核病病人就醫權 益受損。此外,由於近年來發生的新興傳染病如嚴重急性呼 吸道症候群,或可能爆發的新型流行性感冒,若發生大規模 流行傳染,則在現今「健保總額給付」的制度下,將排擠到 其他疾病的醫療資源,導致其他疾病醫療資源不足。爱增訂 「傳染病防治法」第四十三條之一,將結核病、嚴重急性呼 吸道症候群及新型流行性感冒之檢驗及診療費用,由中央主 管機關編列公務預算支應之。是否有當,敬請公決。"
935,3,公職人員財產申報法修正草案,2006/3/3,2007/3/5,三讀,1,1,1,1,葉宜津,陳景峻,柯建銘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院民進黨黨團為建立有效預防貪續制度,爱擬具「公職人 員財產申報法修正草案」,以符合各界對嚴懲貪污、落實陽 光政治之期待。是否有當,敬請公決。"
936,3,公務人員退休法增訂第八條之一條文草案,2006/3/3,2006/5/8,委員會審查,0,0,1,1,呂學樟,柯淑敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,針對現行公務人員退休所得規定未臻完備 ,致引發社會嚴重爭議與對立,更無法彰顯本法之目的,爱 提案增訂公務人員退休法第八條之一,以強化公務人員退休 所得規定之合理性,是否有當,敬請公決。"
937,3,勞動基準法第三條條文修正草案,2006/3/10,2006/3/10,交付審查,0,0,0,0,盧秀燕,蔡豪,雷倩,蔡家福,林建榮,王昱婷,鄭金玲,,,,,,,,,,,,,,,,,,,,,,,,,,,廖婉汝,李慶安,林正二,吳松柏,黃健庭,李鎮楠,曾華德,林德福,陳銀河,趙良燕,呂學樟,孫大千,彭添富,林鴻池,楊仁福,黃昭順,費鴻泰,邱毅,陳秀卿,蔣孝嚴,林春德,蘇起,紀國棟,吳敦義,林滄敏,徐耀昌,謝明源,許榮淑,李復興,洪秀柱,廖本煙,鍾紹和,徐少萍,柯淑敏,吳成典,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員盧秀燕、蔡豪、雷倩、蔡家福、林建榮、王昱婷、 鄭金玲等42人,針對政府決定將臨時工作人員,改成與政府 不具雇傭關係的社會救助工作人員,以規避提繳勞工退休金 ,及社會上越來越多以臨時工性質雇用工作人員,以規避勞 基法之相關規定等情事,提出「勞動基準法第三條條文修 正草案」,希望遏阻此一歪風,以確保所有勞工應享有之權 利。是否有當,敬請公決。"
938,3,所得稅法第十七條條文修正草案,2006/3/10,2007/1/5,二讀,0,1,1,0,盧秀燕,蔡豪,楊瓊瓔,蔡家福,王昱婷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄭金玲,陳朝容,林正峰,楊仁福,廖婉汝,邱鏡淳,林為洲,陳銀河,趙良燕,帥化民,呂學樟,陳朝龍,翁重鈞,林正二,林鴻池,彭添富,徐少萍,柯淑敏,黃昭順,羅世雄,吳成典,林建榮,郭素春,李鎮楠,林炳坤,林春德,陳秀卿,孫大千,張碩文,林滄敏,許榮淑,李復興,洪秀柱,徐耀昌,謝明源,潘維剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員盧秀燕、蔡豪、楊瓊要、蔡家福、王昱婷、鄭金玲 、陳朝容、林正峰等41人,針對目前所得稅法中,對於兒童 學前教育支出的特別扣除額不合實際狀況,造成家長沉重負 擔,且不利兒童學前教育發展。爱提出「所得稅法第十七條 條文修正草案」。是否有當,敬請公決。"
939,3,都市更新條例第二十七條條文修正草案,2006/3/10,2006/4/25,三讀,1,1,1,0,黃政哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,郭林勇,劉寬平,黃宗源,郭俊銘,顏文章,何敏豪,尹伶瑛,羅志明,張慶惠,陳憲中,黃適卓,曾燦燈,許榮淑,陳重信,陳瑩,侯水盛,王世勛,李昆澤,郭玟成,謝欣霓,王幸男,黃偉哲,李明憲,林耘生,王榮璋,徐少萍,王淑慧,林國慶,洪玉欽,黃昭輝,陳朝龍,蔡家福,廖婉汝,孔文吉,楊仁福,廖本煙,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員黃政哲等 37人,為加速推動都市更新政策,改善老 舊 陋社區居民生活環境,提昇市民居住品質並促進地區經 濟繁榮及發展,特擬具「都市更新條例第二十七條修正草案 」俾減少目前推動更新作業之阻礙,鼓勵民間致力於都市更 新。是否有當,敬請公決。"
940,3,中華民國刑法第一百八十五條之三條文修正草案,2006/3/10,2007/12/18,三讀,1,1,1,0,謝國樑,徐中雄,黃偉哲,吳育昇,徐耀昌,鍾紹和,,,,,,,,,,,,,,,,,,,,,,,,,,,,林鴻池,廖婉汝,黃義交,周守訓,蔡正元,孫大千,潘維剛,謝文政,蔡錦隆,曾永權,陳銀河,賴士葆,吳英毅,吳成典,李復興,林德福,郭榮宗,盧秀燕,陳秀卿,曹來旺,李慶安,趙良燕,柯淑敏,徐少萍,蘇起,張碩文,吳志揚,林建榮,吳敦義,黃健庭,鄭金玲,侯彩鳳,邱鏡淳,孔文吉,帥化民,黃昭順,林為洲,翁重鈞,陳朝容,雷倩,林正二,張麗善,郭素春,黃志雄,,,,,,,,,,,,,,,,,,,,"本院委員謝國樑、徐中雄、黃偉哲、吳育昇、徐耀昌、鍾紹 和等50人,針對酒後駕車行為從民國九十年到九十四年,成 為加強取締與列管道路交通事故因酒後駕車肇事件數後,每 年仍發生約四百十九件,死亡人數仍約有四百五十人、且從 九十二年到九十四年酒駕次數逐年急速增加,沒有因為罰則 加重而有減緩的趨勢,此一情形已嚴重影響民眾行走與車輛 行車安全,不但造成他人生命、財產的損失以及家庭破碎外 ,更為自己與家人留下永遠無法彌補的遺憾。本席為了有效 維護民眾行走與車輛行車安全、澈底遏止酒駕肇禍,爱提案 修正刑法第一八五條之三,比照歐美先進國家加重酒駕累犯 達三次者之刑責,促使駕駛人遵守交通規則,以革除酒後駕 車惡習。是否有當,敬請公決。"
941,3,道路交通管理處罰條例增訂第三十五條之一條文草案,2006/3/10,2006/3/10,交付審查,0,0,0,0,謝國樑,劉文雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吳英毅,孫大千,潘維剛,周守訓,曾永權,呂學樟,吳志揚,賴士葆,蔡錦隆,謝文政,李鴻鈞,吳清池,陳銀河,朱鳳芝,馮定國,黃健庭,蔡家福,張碩文,陳朝容,吳松柏,邱鏡淳,鄭金玲,翁重鈞,鍾紹和,曹來旺,陳根德,伍錦霖,張顯耀,林正二,蔡正元,吳成典,楊瓊瓔,張麗善,郭素春,黃適卓,黃志雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員謝國樑、劉文雄等 38人,針對國內交通事故統計資 料顯示,歷年來國內交通事故致死原因排行榜,酒後駕駛都 排名第一;酒駕已成為交通事故死亡的主因,每年平均有 450 人以上因此送命,政府有必要嚴格規範,以遏止及降低酒駕 肇事率與死亡率。目前許多西方先進國家,認定駕駛人在餐 廳、飯店、酒店、舞廳、KTV等等營業處所用餐或飲酒,因 為酒水等飲料是由上述營業處所提供,與酒駕有直接的因果 關係,因此上述業者必須提供酒測裝置進行先期的酒精測試 ,讓消費者有所警惕不酒駕,業者再提供代客叫車與代行之 服務,以避免發生酒駕肇禍與傷害民眾之生命財產,爱增訂 道路交通管理處罰條例第三十五條之一。是否有當?敬請公 決。"
942,3,政府採購法部分條文修正草案,2006/3/10,2006/5/4,委員會審查,0,0,1,0,陳根德,沈智慧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,廖婉汝,廖本煙,林耘生,孫大千,李復興,蔡家福,吳清池,李敖,黃志雄,楊瓊瓔,盧秀燕,鄭金玲,吳敦義,朱鳳芝,李永萍,郭素春,蔡豪,林正二,楊仁福,翁重鈞,周守訓,伍錦霖,林正峰,陳銀河,趙良燕,徐耀昌,鍾紹和,王昱婷,劉盛良,侯彩鳳,馮定國,蔡正元,吳成典,黃昭順,柯淑敏,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳根德、沈智慧等 41人,鑑於政府採購履約爭議現 行救濟規定,使具有公平、正義且有效率解決政府採購爭議 之仲裁制度未能發揮其既有功能,為求貫徹採購法第八十五 條之一採用雙軌救濟途徑之立法意旨,更能有效圓滿合理處 理採購紛爭,爱擬訂「政府採購法第八十五條之一與第八十 五條之五之修正草案」,是否有當?敬請 公決。"
943,3,姓名條例第十二條條文修正草案,2006/3/10,2007/12/7,三讀,1,1,1,0,陳根德,朱鳳芝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,羅世雄,杜文卿,蘇起,林建榮,曹來旺,林正二,吳成典,黃昭順,李敖,周守訓,楊仁福,孫大千,廖本煙,李復興,蔡正元,藍美津,趙良燕,張碩文,林滄敏,楊宗哲,李永萍,陳銀河,費鴻泰,章仁香,紀國棟,鍾紹和,吳清池,黃義交,張麗善,蔡豪,羅明才,鄭金玲,楊瓊瓔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員陳根德、朱鳳芝等 35人,鑒於姓名權為人格權之ー 種,人之姓名為其人格之表現,故如何命名為人民之自由, 應為憲法第二十二條所保障(釋字三九九號解釋文)。然現 行姓名條例第十二條第二項限制同條第一項第二、三款之人 更名之規定,不問所犯罪名之重輕、有無犯罪前科、受有期 徒刑宣告之長短或犯罪性質、習性之不同,一律於自裁判確 定之日起至刑之執行完畢後五年內不得更改姓名,影響受刑 人藉由更名以改變運勢、於社會更生自立之機會,有違憲法 第二十三條之必要程度,爱修正姓名條例第十二條第一項第 三款、第二項規定,以維護憲法保障人民更名改運權益之行 使,特擬具「姓名條例第十二條修正草案」。是否有當,敬 請公決。"
944,3,軍公教人員退休福利保障條例草案,2006/3/10,2006/5/12,交付審查,0,0,0,0,張顯耀,鄭金玲,蔡豪,陳朝龍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,謝國樑,沈智慧,洪秀柱,李復興,徐耀昌,林正二,侯彩鳳,林郁方,鍾紹和,林春德,林建榮,章仁香,趙良燕,紀國棟,費鴻泰,潘維剛,孔文吉,林德福,柯淑敏,朱鳳芝,增畫得,郭素春,周守訓,吳清池,林滄敏,羅明才,黃昭順,高思博,孫大千,陳志彬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員張顯耀、鄭金玲、蔡豪、陳朝容等 34人,針對行政 部門達反信賴保護原則,欲片面更改公務人員優惠存款契約 ,削減原公務人員可享有之最低百分之十八年息優惠,影響 公務人員人心士氣甚鉅。爱擬具「軍公教人員退休福利保障 條例」,使原享有優惠存款權利之軍公教人員權益法制化, 是否有當?敬請公決。"
945,3,勞工保險條例第六十六條條文修正草案,2006/3/10,2006/3/10,交付審查,0,0,0,0,謝欣霓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃偉哲,鄭朝明,王榮璋,廖本煙,郭榮宗,紀國棟,許榮淑,吳成典,林正二,魏明谷,郭玟成,盧秀燕,陳銀河,朱鳳芝,莊碩漢,盧博基,吳敦義,楊仁福,曹來旺,李永萍,邱鏡淳,陳重信,陳瑩,鄭運鵬,黃宗源,鄭金玲,陳根德,李敖,羅明才,李復興,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員謝欣霓等 31人,針對勞保基金之運用不若其他政府 代管之信託基金訂定保障收益率,意即該基金之操作需自負 盈虧,顯不合理,故特擬具「勞工保險條例第六十六條條文 修正草案」,對於該基金之運用收益訂定保障收益率,建請 交付審查,是否有當?請公決。"
946,3,破產法部分條文修正草案,2006/3/10,2006/3/29,委員會審查,0,0,1,1,潘維剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團擬具「破產法部分條文修正草案」。是否有 當,敬請公決。"
